20 25 
Cell 0 100 -116.09743 -152.17877 
    -126.09760 -152.17877 
    -126.07785 -152.80669 
    -126.01872 -153.43213 
    -125.92043 -154.05261 
    -125.78339 -154.66570 
    -125.60811 -155.26898 
    -125.39529 -155.86006 
    -125.14578 -156.43660 
    -124.86057 -156.99635 
    -124.54076 -157.53708 
    -124.18764 -158.05666 
    -123.80260 -158.55304 
    -123.38714 -159.02426 
    -122.94291 -159.46846 
    -122.48073 -159.89487 
    -121.99516 -160.29631 
    -121.48425 -160.66704 
    -120.94991 -161.00539 
    -120.39417 -161.30980 
    -119.81918 -161.57886 
    -119.22721 -161.81125 
    -118.62059 -162.00584 
    -118.00176 -162.16164 
    -117.37323 -162.27780 
    -116.73758 -162.35365 
    -116.09743 -162.38872 
    -115.45545 -162.38264 
    -114.81435 -162.33533 
    -114.17685 -162.24681 
    -113.54565 -162.11731 
    -112.92345 -161.94728 
    -112.31293 -161.73730 
    -111.71674 -161.48819 
    -111.13747 -161.20091 
    -110.57761 -160.87662 
    -110.03960 -160.51666 
    -109.52578 -160.12253 
    -109.03838 -159.69589 
    -108.57952 -159.23856 
    -108.15118 -158.75249 
    -107.75520 -158.23976 
    -107.39325 -157.70261 
    -107.06689 -157.14336 
    -106.77744 -156.56442 
    -106.86470 -155.83427 
    -107.08862 -155.10591 
    -107.23177 -154.45508 
    -107.33895 -153.84955 
    -107.42720 -153.27408 
    -107.50854 -152.71913 
    -107.63130 -152.17877 
    -107.76378 -151.65446 
    -107.90746 -151.14413 
    -108.04522 -150.64273 
    -108.18646 -150.14758 
    -108.32054 -149.65190 
    -108.45162 -149.15158 
    -108.48051 -148.59451 
    -108.44724 -147.97305 
    -108.22071 -147.18005 
    -107.92636 -146.24214 
    -107.21991 -144.83464 
    -107.12021 -143.74860 
    -107.64265 -143.17534 
    -108.23032 -142.66908 
    -108.87447 -142.23723 
    -109.59698 -141.93570 
    -110.39462 -141.80540 
    -111.35052 -142.09109 
    -112.19170 -142.31403 
    -112.94209 -142.46765 
    -113.63033 -142.57008 
    -114.27331 -142.61638 
    -114.89306 -142.64522 
    -115.49874 -142.66292 
    -116.09743 -142.67638 
    -116.69857 -142.62395 
    -117.31067 -142.57501 
    -117.93757 -142.53241 
    -118.58738 -142.48105 
    -119.27670 -142.39397 
    -120.02487 -142.25920 
    -120.63164 -142.54309 
    -121.18925 -142.91678 
    -121.79326 -143.20358 
    -122.31041 -143.62733 
    -122.89106 -143.96667 
    -123.68468 -144.09917 
    -123.68362 -145.05486 
    -123.98972 -145.64970 
    -124.33305 -146.19524 
    -124.64567 -146.75389 
    -124.92735 -147.32448 
    -125.17768 -147.90593 
    -125.39617 -148.49715 
    -125.60818 -149.08855 
    -125.78345 -149.69182 
    -125.92048 -150.30493 
    -126.01875 -150.92542 
    -126.07787 -151.55086 
Cell 1 100 -97.66864 -151.20790 
    -107.88951 -151.20790 
    -107.71688 -151.84009 
    -107.56776 -152.45845 
    -107.45638 -153.07501 
    -107.36237 -153.69684 
    -107.25519 -154.32275 
    -107.12268 -154.95102 
    -106.94501 -155.57303 
    -106.68552 -156.16498 
    -106.29247 -156.68074 
    -105.88277 -157.17581 
    -105.45532 -157.64960 
    -105.00904 -158.10100 
    -104.54308 -158.52843 
    -104.05872 -158.93217 
    -103.56372 -159.32178 
    -103.04494 -159.67960 
    -102.50443 -160.00415 
    -101.94429 -160.29411 
    -101.36676 -160.54828 
    -100.77412 -160.76559 
    -100.16874 -160.94513 
    -99.55302 -161.08617 
    -98.92943 -161.18806 
    -98.30046 -161.25040 
    -97.66864 -161.27287 
    -97.03651 -161.25537 
    -96.40660 -161.19794 
    -95.78147 -161.10080 
    -95.16363 -160.96429 
    -94.55556 -160.78896 
    -93.95974 -160.57552 
    -93.37856 -160.32478 
    -92.81438 -160.03777 
    -92.26946 -159.71565 
    -91.74602 -159.35970 
    -91.24615 -158.97136 
    -90.77187 -158.55222 
    -90.32510 -158.10394 
    -89.90761 -157.62839 
    -89.52109 -157.12744 
    -89.16435 -156.60489 
    -88.82950 -156.06726 
    -88.52370 -155.51118 
    -88.24662 -154.93834 
    -88.07881 -154.32382 
    -88.10799 -153.66266 
    -88.12515 -153.02841 
    -88.13707 -152.41202 
    -88.14595 -151.80702 
    -88.15618 -151.20790 
    -88.17132 -150.61038 
    -88.19444 -150.01103 
    -88.22540 -149.40651 
    -88.26550 -148.79358 
    -88.31884 -148.16997 
    -88.38517 -147.53232 
    -88.46060 -146.87492 
    -88.53574 -146.18706 
    -88.59805 -145.45154 
    -88.65804 -144.66132 
    -89.11326 -144.13028 
    -89.61534 -143.64534 
    -90.15704 -143.20886 
    -90.73068 -142.82135 
    -91.32875 -142.48180 
