49 25 
Cell 0 100 -119.24480 -150.50192 
    -129.24493 -150.50192 
    -129.22519 -151.12984 
    -129.16606 -151.75526 
    -129.06778 -152.37576 
    -128.93073 -152.98885 
    -128.75545 -153.59212 
    -128.54263 -154.18320 
    -128.29312 -154.75974 
    -128.00790 -155.31949 
    -127.68811 -155.86021 
    -127.33499 -156.37979 
    -126.94994 -156.87617 
    -126.53448 -157.34740 
    -126.09173 -157.79317 
    -125.62519 -158.21449 
    -125.13491 -158.60898 
    -124.62180 -158.97472 
    -124.08669 -159.30930 
    -123.53119 -159.61098 
    -122.95702 -159.87791 
    -122.36618 -160.10857 
    -121.76092 -160.30156 
    -121.14362 -160.45593 
    -120.51680 -160.57088 
    -119.88300 -160.64575 
    -119.24480 -160.68005 
    -118.60486 -160.67349 
    -117.96584 -160.62593 
    -117.33042 -160.53743 
    -116.70129 -160.40820 
    -116.08113 -160.23869 
    -115.47256 -160.02950 
    -114.87821 -159.78139 
    -114.30062 -159.49535 
    -113.74229 -159.17249 
    -113.20561 -158.81415 
    -112.69292 -158.42177 
    -112.20643 -157.99702 
    -111.74824 -157.54166 
    -111.32030 -157.05763 
    -110.92447 -156.54700 
    -110.56242 -156.01193 
    -110.23570 -155.45471 
    -109.94567 -154.87776 
    -109.69355 -154.28352 
    -109.46819 -153.67854 
    -109.26377 -153.06462 
    -109.09566 -152.43797 
    -109.04010 -151.79108 
    -109.41275 -151.12050 
    -109.71432 -150.50192 
    -109.95619 -149.91753 
    -110.17023 -149.35555 
    -110.36831 -148.80864 
    -110.54724 -148.26877 
    -110.71889 -147.73169 
    -110.88724 -147.19293 
    -111.06130 -146.65106 
    -111.24494 -146.10396 
    -111.47717 -145.57243 
    -111.73704 -145.04721 
    -112.01582 -144.52159 
    -112.29611 -143.97667 
    -112.57023 -143.39423 
    -112.74886 -142.64969 
    -112.20647 -140.81450 
    -112.99829 -140.65900 
    -113.88844 -140.75874 
    -114.67413 -140.78879 
    -115.39980 -140.79056 
    -116.08523 -140.77777 
    -116.73775 -140.73759 
    -117.36622 -140.65405 
    -117.98888 -140.56026 
    -118.61266 -140.45428 
    -119.24480 -140.29048 
    -119.90143 -140.06516 
    -120.59443 -139.81851 
    -121.33997 -139.51860 
    -122.13499 -139.24535 
    -122.81142 -139.52502 
    -123.44759 -139.88689 
    -124.01516 -140.36438 
    -124.47219 -140.99333 
    -124.96863 -141.48260 
    -125.46619 -141.93890 
    -126.03842 -142.28984 
    -126.83204 -142.42233 
    -126.83099 -143.37802 
    -127.14913 -143.96289 
    -127.49320 -144.50911 
    -127.80648 -145.06851 
    -128.08870 -145.63995 
    -128.33948 -146.22229 
    -128.55829 -146.81445 
    -128.75552 -147.41170 
    -128.93079 -148.01498 
    -129.06783 -148.62808 
    -129.16609 -149.24857 
    -129.22520 -149.87401 
Cell 1 100 -101.29073 -145.28627 
    -111.61875 -145.28627 
    -111.32634 -145.91765 
    -111.10332 -146.52588 
    -110.91025 -147.12129 
    -110.72603 -147.70885 
    -110.53973 -148.29144 
    -110.34560 -148.87134 
    -110.13499 -149.44806 
    -109.91148 -150.02556 
    -109.66587 -150.60129 
    -109.38632 -151.16806 
    -109.07559 -151.72646 
    -108.62939 -152.17773 
    -108.16354 -152.60506 
    -107.68353 -153.01382 
    -107.18832 -153.40361 
    -106.66932 -153.76157 
    -106.12856 -154.08624 
    -105.56817 -154.37628 
    -104.99038 -154.63051 
    -104.39748 -154.84784 
    -103.79182 -155.02737 
    -103.17584 -155.16835 
    -102.55199 -155.27017 
    -101.92278 -155.33240 
    -101.29073 -155.35474 
    -100.65839 -155.33707 
    -100.02830 -155.27945 
    -99.40301 -155.18210 
    -98.78503 -155.04536 
    -98.17686 -154.86980 
    -97.58096 -154.65608 
    -96.99974 -154.40509 
    -96.43555 -154.11783 
    -95.89066 -153.79544 
    -95.36726 -153.43922 
    -94.86749 -153.05064 
    -94.39333 -152.63127 
    -93.94669 -152.18279 
    -93.52938 -151.70702 
    -93.14306 -151.20590 
    -92.78656 -150.68318 
    -92.45184 -150.14549 
    -92.14618 -149.58937 
    -91.92723 -148.99355 
    -91.93266 -148.32689 
    -91.92274 -147.69157 
    -91.90591 -147.07651 
    -91.88554 -146.47443 
    -91.86557 -145.87926 
    -91.84893 -145.28627 
    -91.83804 -144.69156 
    -91.82834 -144.09090 
    -91.82740 -143.48105 
    -91.83612 -142.85875 
    -91.85198 -142.21944 
    -91.86810 -141.55559 
    -91.87997 -140.85791 
    -91.86678 -140.10541 
    -91.87978 -139.31390 
    -92.28192 -138.74098 
    -92.73709 -138.21008 
    -93.23910 -137.72528 
    -93.78072 -137.28891 
    -94.35426 -136.90152 
    -94.95222 -136.56204 
    -95.56773 -136.26825 
    -96.19496 -136.01711 
    -96.82934 -135.80531 
    -97.46746 -135.62978 
    -98.10704 -135.48787 
    -98.70371 -135.21049 
    -99.31547 -134.93155 
    -99.95367 -134.70235 
    -100.61517 -134.54843 
    -101.29073 -134.49069 
    -101.96694 -134.53828 
    -102.62995 -134.68530 
    -103.26955 -134.91292 
    -103.88152 -135.19585 
    -104.46719 -135.51015 
    -105.07030 -135.74017 
    -105.65442 -136.01297 
    -106.25401 -136.25809 
    -106.86202 -136.50732 
    -107.47015 -136.78104 
    -108.06783 -137.09416 
    -108.59281 -137.51035 
    -109.11057 -137.94296 
    -109.63602 -138.38243 
    -110.17010 -138.83504 
    -110.71625 -139.30466 
    -111.28553 -139.79160 
    -111.78529 -140.34792 
    -112.24615 -140.94872 
    -112.45591 -141.65848 
    -112.66498 -142.36586 
    -112.63551 -143.12213 
    -112.33649 -143.89085 
    -111.96648 -144.61461 
Cell 2 100 -81.39750 -146.91573 
    -91.90047 -146.91573 
    -91.91963 -147.57771 
    -91.93140 -148.24648 
    -91.92780 -148.92448 
    -91.73313 -149.56946 
    -91.42661 -150.17438 
    -91.10213 -150.75806 
    -90.75996 -151.32137 
    -90.39973 -151.86475 
    -90.02068 -152.38817 
    -89.62190 -152.89110 
    -89.20254 -153.37262 
    -88.77006 -153.83902 
    -88.34903 -154.31834 
    -87.89674 -154.77196 
    -87.41436 -155.19724 
    -86.90363 -155.59200 
    -86.36645 -155.95421 
    -85.80491 -156.28195 
    -85.22125 -156.57343 
    -84.61786 -156.82698 
    -83.99727 -157.04115 
    -83.36212 -157.21463 
    -82.71519 -157.34628 
    -82.05933 -157.43526 
    -81.39750 -157.48080 
    -80.73270 -157.48247 
    -80.06798 -157.43997 
    -79.40643 -157.35332 
    -78.75112 -157.22269 
    -78.10515 -157.04854 
    -77.47156 -156.83153 
    -76.85332 -156.57259 
    -76.25340 -156.27281 
    -75.67459 -155.93359 
    -75.11964 -155.55646 
    -74.59114 -155.14320 
    -74.09155 -154.69577 
    -73.62318 -154.21631 
    -73.18815 -153.70709 
    -72.78840 -153.17061 
    -72.42569 -152.60941 
    -72.10154 -152.02621 
    -71.81731 -151.42383 
    -71.56738 -150.80775 
    -71.30955 -150.19350 
    -71.08681 -149.56306 
    -70.90121 -148.91800 
    -70.75513 -148.26016 
    -70.65131 -147.59181 
    -70.59263 -146.91573 
    -70.58192 -146.23526 
    -70.62173 -145.55443 
    -70.71403 -144.87775 
    -70.85999 -144.21014 
    -71.05981 -143.55681 
    -71.31259 -142.92284 
    -71.61631 -142.31305 
    -71.96789 -141.73175 
    -72.36339 -141.18251 
    -72.79826 -140.66801 
    -73.26800 -140.19041 
    -73.76776 -139.75093 
    -74.29165 -139.34875 
    -74.83530 -138.98340 
    -75.39509 -138.65411 
    -75.96804 -138.36026 
    -76.55154 -138.10097 
    -77.11420 -137.81325 
    -77.68291 -137.53374 
    -78.26679 -137.28040 
    -78.86497 -137.05220 
    -79.47698 -136.84804 
    -80.10278 -136.66696 
    -80.74273 -136.50841 
    -81.39750 -136.37239 
    -82.06904 -136.24191 
    -82.76443 -136.09531 
    -83.47266 -136.03734 
    -84.17825 -136.08542 
    -84.92667 -136.05406 
    -85.68987 -136.07443 
    -86.44416 -136.19104 
    -87.17351 -136.40921 
    -87.92532 -136.62955 
    -88.66228 -136.91663 
    -89.37406 -137.27373 
    -90.04969 -137.70207 
    -90.67817 -138.20059 
    -91.24915 -138.76573 
    -91.75361 -139.39157 
    -91.86966 -140.26988 
    -91.87491 -141.15572 
    -91.85747 -141.99365 
    -91.83802 -142.78203 
    -91.82747 -143.52682 
    -91.83070 -144.23692 
    -91.84228 -144.92328 
    -91.85757 -145.59431 
    -91.87822 -146.25635 
Cell 3 100 -59.97434 -155.21660 
    -70.11940 -155.21660 
    -70.07468 -155.85205 
    -69.99288 -156.48224 
    -69.87465 -157.10518 
    -69.72058 -157.71901 
    -69.53120 -158.32181 
    -69.30700 -158.91167 
    -69.04856 -159.48660 
    -68.75650 -160.04463 
